temp
29
29
41
41
31
31
29
29
29
29
42
42
29
29
29
29
41
41
29
29
42
42
29
29
41
41
29
29
29
29
29
29
42
42
29
29
41
41
29
42
30
29
42
30
30
29
29
29
29
41
30
30
42
42
29
29
31
29
29
29
29
29
29
29
41
30
30
29
29
29
29
29
29
29
